date,name,Adj Close,Price,High,Low,Open,Volume,LongName,price_start,value
2023-01-06,BA,213.0,213.0,213.0399932861328,203.5500030517578,205.3000030517578,11256400.0,The Boeing Company,213.0,0.0
2023-01-13,BA,214.1300048828125,214.1300048828125,216.63999938964844,211.5800018310547,212.0,6213200.0,The Boeing Company,213.0,0.5305187243251174
2023-01-20,BA,206.7599945068359,206.7599945068359,207.9900054931641,204.77999877929688,207.47000122070312,5475400.0,The Boeing Company,213.0,-2.92958004373901
2023-01-27,BA,211.1699981689453,211.1699981689453,212.8800048828125,209.4199981689453,211.32000732421875,5237900.0,The Boeing Company,213.0,-0.8591557892275528
2023-02-03,BA,206.0099945068359,206.0099945068359,210.75,205.6199951171875,207.7100067138672,5400300.0,The Boeing Company,213.0,-3.2816927197953474
2023-02-10,BA,212.88999938964844,212.88999938964844,214.5,210.5,212.0099945068359,4862900.0,The Boeing Company,213.0,-0.0516434790382922
2023-02-17,BA,211.66000366210932,211.66000366210932,211.7599945068359,207.6199951171875,211.2100067138672,4985700.0,The Boeing Company,213.0,-0.6291062619204946
2023-02-24,BA,198.1499938964844,198.1499938964844,201.6999969482422,197.3600006103516,200.0,9658700.0,The Boeing Company,213.0,-6.971833851415774
2023-03-03,BA,215.1100006103516,215.1100006103516,216.1199951171875,209.3999938964844,210.25,7496800.0,The Boeing Company,213.0,0.990610615188527
2023-03-10,BA,203.07000732421875,203.07000732421875,205.0,197.7899932861328,201.42999267578125,8547100.0,The Boeing Company,213.0,-4.661968392385563
2023-03-17,BA,201.0500030517578,201.0500030517578,202.8300018310547,199.0,201.3500061035156,9858900.0,The Boeing Company,213.0,-5.610327205747506
2023-03-24,BA,197.52999877929688,197.52999877929688,197.57000732421875,193.9199981689453,195.5,4511600.0,The Boeing Company,213.0,-7.262911371222125
2023-03-31,BA,212.42999267578125,212.42999267578125,214.8000030517578,211.38999938964844,211.75,5147500.0,The Boeing Company,213.0,-0.267609072403169
2023-04-14,BA,201.7100067138672,201.7100067138672,204.27999877929688,198.1499938964844,202.58999633789065,19066500.0,The Boeing Company,213.0,-5.300466331517752
2023-04-21,BA,205.1499938964844,205.1499938964844,208.3800048828125,204.17999267578125,208.0,3432300.0,The Boeing Company,213.0,-3.685448874889952
2023-04-28,BA,206.77999877929688,206.77999877929688,206.9499969482422,202.8999938964844,204.5099945068359,3709300.0,The Boeing Company,213.0,-2.9201883665272885
2023-05-05,BA,198.33999633789065,198.33999633789065,199.0399932861328,196.7599945068359,198.08999633789065,3870100.0,The Boeing Company,213.0,-6.882630827281383
2023-05-12,BA,200.6999969482422,200.6999969482422,203.1100006103516,198.82000732421875,201.83999633789065,3168000.0,The Boeing Company,213.0,-5.774649320074091
2023-05-19,BA,205.4900054931641,205.4900054931641,208.3699951171875,204.6300048828125,208.1100006103516,3891500.0,The Boeing Company,213.0,-3.525819017293854
2023-05-26,BA,203.6300048828125,203.6300048828125,204.8000030517578,201.17999267578125,201.6000061035156,3820300.0,The Boeing Company,213.0,-4.399058740463615
2023-06-02,BA,213.32000732421875,213.32000732421875,215.2400054931641,210.0,210.0,7482300.0,The Boeing Company,213.0,0.1502381803843896
2023-06-09,BA,217.30999755859372,217.30999755859372,219.16000366210932,215.69000244140625,217.9900054931641,5297800.0,The Boeing Company,213.0,2.0234730322036385
2023-06-16,BA,219.9900054931641,219.9900054931641,223.8699951171875,218.97999572753903,220.72000122070312,7799500.0,The Boeing Company,213.0,3.2816927197953474
2023-06-23,BA,205.41000366210932,205.41000366210932,205.6100006103516,202.5500030517578,204.02000427246097,6334300.0,The Boeing Company,213.0,-3.563378562389978
2023-06-30,BA,211.16000366210932,211.16000366210932,213.2400054931641,209.3800048828125,213.13999938964844,5484100.0,The Boeing Company,213.0,-0.8638480459580532
2023-07-07,BA,212.1000061035156,212.1000061035156,215.66000366210932,211.8300018310547,212.94000244140625,4891200.0,The Boeing Company,213.0,-0.4225323457673255
2023-07-14,BA,213.1199951171875,213.1199951171875,217.02000427246097,212.80999755859372,217.0,4287900.0,The Boeing Company,213.0,0.0563357357687793
2023-07-21,BA,211.8000030517578,211.8000030517578,215.6000061035156,211.63999938964844,213.88999938964844,4053200.0,The Boeing Company,213.0,-0.5633788489399941
2023-07-28,BA,238.69000244140625,238.69000244140625,240.1300048828125,235.6999969482422,236.1199951171875,7054600.0,The Boeing Company,213.0,12.061034010049882
2023-08-04,BA,231.3600006103516,231.3600006103516,234.91000366210932,230.0800018310547,232.2899932861328,3497900.0,The Boeing Company,213.0,8.619718596409184
2023-08-11,BA,235.72000122070312,235.72000122070312,238.2599945068359,235.1199951171875,237.6100006103516,2651000.0,The Boeing Company,213.0,10.666667239766724
2023-08-18,BA,226.6499938964844,226.6499938964844,226.7899932861328,221.67999267578125,222.22999572753903,3580100.0,The Boeing Company,213.0,6.408447838725071
2023-08-25,BA,223.41000366210932,223.41000366210932,223.77000427246097,212.8800048828125,218.41000366210932,12352300.0,The Boeing Company,213.0,4.887325662962135
2023-09-01,BA,223.3999938964844,223.3999938964844,226.22999572753903,221.9499969482422,226.0,3655600.0,The Boeing Company,213.0,4.88262624248094
2023-09-08,BA,211.27000427246097,211.27000427246097,216.0,210.5099945068359,215.8300018310547,5752000.0,The Boeing Company,213.0,-0.8122045669197343
2023-09-15,BA,208.1100006103516,208.1100006103516,209.8300018310547,206.8800048828125,209.27999877929688,4668500.0,The Boeing Company,213.0,-2.2957743613372945
2023-09-22,BA,197.7100067138672,197.7100067138672,200.7400054931641,197.13999938964844,199.9600067138672,4450900.0,The Boeing Company,213.0,-7.178400603818222
2023-09-29,BA,191.67999267578125,191.67999267578125,192.9499969482422,190.1699981689453,191.9199981689453,5155400.0,The Boeing Company,213.0,-10.009393109961854
2023-10-06,BA,187.3800048828125,187.3800048828125,188.63999938964844,182.5500030517578,185.3699951171875,5359600.0,The Boeing Company,213.0,-12.028166721684272
2023-10-13,BA,184.91000366210932,184.91000366210932,187.2899932861328,183.17999267578125,186.27000427246097,8215700.0,The Boeing Company,213.0,-13.187791707929884
2023-10-20,BA,180.0399932861328,180.0399932861328,183.38999938964844,179.85000610351562,182.67999267578125,4514100.0,The Boeing Company,213.0,-15.47418155580619
2023-10-27,BA,179.69000244140625,179.69000244140625,182.3300018310547,179.00999450683594,180.0,4606300.0,The Boeing Company,213.0,-15.638496506382044
2023-11-03,BA,195.0500030517578,195.0500030517578,197.13999938964844,193.7100067138672,194.0,4483200.0,The Boeing Company,213.0,-8.42722861419821
2023-11-10,BA,196.6499938964844,196.6499938964844,197.2599945068359,194.2100067138672,195.0,4788500.0,The Boeing Company,213.0,-7.676059203528449
2023-11-17,BA,208.0399932861328,208.0399932861328,209.4199981689453,206.82000732421875,208.3600006103516,3564600.0,The Boeing Company,213.0,-2.328641649702905
2023-11-24,BA,220.0,220.0,221.58999633789065,218.9600067138672,220.6100006103516,2312100.0,The Boeing Company,213.0,3.286384976525822
2023-12-01,BA,233.8699951171875,233.8699951171875,235.3800048828125,231.3800048828125,231.77000427246097,6951000.0,The Boeing Company,213.0,9.798119773327464
2023-12-08,BA,244.6999969482422,244.6999969482422,244.6999969482422,237.32000732421875,237.32000732421875,7164400.0,The Boeing Company,213.0,14.882627675231074
2023-12-15,BA,264.2699890136719,264.2699890136719,265.5199890136719,255.6999969482422,255.6999969482422,14989000.0,The Boeing Company,213.0,24.07041737731074
2023-12-22,BA,260.44000244140625,260.44000244140625,262.8399963378906,259.20001220703125,261.8299865722656,4430500.0,The Boeing Company,213.0,22.272301615683684
2023-12-29,BA,260.6600036621094,260.6600036621094,262.2200012207031,259.5599975585937,260.6700134277344,3681900.0,The Boeing Company,213.0,22.375588573760268
2024-01-05,BA,249.0,249.0,250.19000244140625,245.0399932861328,245.0399932861328,3846200.0,The Boeing Company,213.0,16.901408450704224
