date,name,Adj Close,Price,High,Low,Open,Volume,LongName,price_start,value
2023-01-06,ALLE,108.43775177001952,111.41999816894533,112.29000091552734,108.68000030517578,108.95999908447266,528300.0,Allegion plc,111.41999816894533,0.0
2023-01-13,ALLE,110.71512603759766,113.76000213623048,114.37000274658205,111.66000366210938,112.95999908447266,559300.0,Allegion plc,111.41999816894533,2.100165146060248
2023-01-20,ALLE,108.32096862792967,111.3000030517578,111.48999786376952,108.5999984741211,108.7300033569336,674300.0,Allegion plc,111.41999816894533,-0.1076962117748204
2023-01-27,ALLE,111.22119903564452,114.27999877929688,114.86000061035156,112.72000122070312,112.72000122070312,531700.0,Allegion plc,111.41999816894533,2.5668647077295317
2023-02-03,ALLE,119.63967895507812,122.93000030517578,123.30999755859376,120.33999633789062,120.41000366210938,673500.0,Allegion plc,111.41999816894533,10.330283903593251
2023-02-10,ALLE,114.91949462890624,118.08000183105467,119.41000366210938,117.7300033569336,118.61000061035156,462800.0,Allegion plc,111.41999816894533,5.977386260598238
2023-02-17,ALLE,115.42556762695312,118.5999984741211,118.88999938964844,116.45999908447266,118.48999786376952,839000.0,Allegion plc,111.41999816894533,6.444085822267548
2023-02-24,ALLE,109.98519897460938,113.01000213623048,113.80999755859376,111.37000274658205,112.25,1048900.0,Allegion plc,111.41999816894533,1.427036432790319
2023-03-03,ALLE,111.6883544921875,114.76000213623048,114.87000274658205,112.25,113.23999786376952,659100.0,Allegion plc,111.41999816894533,2.99767009708682
2023-03-10,ALLE,104.61293029785156,107.48999786376952,111.6500015258789,107.20999908447266,111.6500015258789,883100.0,Allegion plc,111.41999816894533,-3.5271947314312277
2023-03-17,ALLE,100.98332977294922,103.31999969482422,106.05999755859376,103.11000061035156,106.0,1994100.0,Allegion plc,111.41999816894533,-7.269788733831371
2023-03-24,ALLE,98.3248519897461,100.5999984741211,101.56999969482422,99.56999969482422,101.2300033569336,877500.0,Allegion plc,111.41999816894533,-9.711003296210745
2023-03-31,ALLE,104.31621551513672,106.7300033569336,106.8499984741211,105.33999633789062,105.79000091552734,726500.0,Allegion plc,111.41999816894533,-4.209293564069466
2023-04-14,ALLE,100.41645050048828,102.73999786376952,103.95999908447266,101.6500015258789,102.16000366210938,1008900.0,Allegion plc,111.41999816894533,-7.790343248807444
2023-04-21,ALLE,100.66079711914062,102.98999786376952,104.4499969482422,102.75,104.44000244140624,672300.0,Allegion plc,111.41999816894533,-7.5659670110508
2023-04-28,ALLE,107.98140716552734,110.4800033569336,111.9000015258789,109.08000183105467,111.3000030517578,1233000.0,Allegion plc,111.41999816894533,-0.843649997719822
2023-05-05,ALLE,105.64545440673828,108.08999633789062,108.66999816894533,107.13999938964844,108.08000183105467,813800.0,Allegion plc,111.41999816894533,-2.988693130299145
2023-05-12,ALLE,106.2612075805664,108.72000122070312,109.83999633789062,107.3499984741211,109.48999786376952,601400.0,Allegion plc,111.41999816894533,-2.4232606288040106
