,continent,location,date,value,country_num,region,subregion,country_name,policy
0,Europe,Sweden,2020-02-09,0.0,1,Eldoril,North,Eldoril North,A
1,Europe,Sweden,2020-02-16,0.0,1,Eldoril,North,Eldoril North,A
2,Europe,Sweden,2020-02-23,0.0,1,Eldoril,North,Eldoril North,A
3,Europe,Sweden,2020-03-01,0.0,1,Eldoril,North,Eldoril North,A
4,Europe,Sweden,2020-03-08,0.0,1,Eldoril,North,Eldoril North,A
5,Europe,Sweden,2020-03-15,0.041,1,Eldoril,North,Eldoril North,A
6,Europe,Sweden,2020-03-22,0.515,1,Eldoril,North,Eldoril North,A
7,Europe,Sweden,2020-03-29,2.722,1,Eldoril,North,Eldoril North,A
8,Europe,Sweden,2020-04-05,8.193,1,Eldoril,North,Eldoril North,A
9,Europe,Sweden,2020-04-12,17.022,1,Eldoril,North,Eldoril North,A
10,Europe,Sweden,2020-04-19,26.054,1,Eldoril,North,Eldoril North,A
11,Europe,Sweden,2020-04-26,33.624,1,Eldoril,North,Eldoril North,A
12,Europe,Sweden,2020-05-03,40.923,1,Eldoril,North,Eldoril North,A
13,Europe,Sweden,2020-05-10,47.369,1,Eldoril,North,Eldoril North,A
14,Europe,Sweden,2020-05-17,50.592,1,Eldoril,North,Eldoril North,A
15,Europe,Sweden,2020-05-24,50.105,1,Eldoril,North,Eldoril North,A
16,Europe,Sweden,2020-05-31,44.932,1,Eldoril,North,Eldoril North,A
17,Europe,Sweden,2020-06-07,39.407,1,Eldoril,North,Eldoril North,A
18,Europe,Sweden,2020-06-14,35.087,1,Eldoril,North,Eldoril North,A
19,Europe,Sweden,2020-06-21,30.523,1,Eldoril,North,Eldoril North,A
20,Europe,Sweden,2020-06-28,25.459,1,Eldoril,North,Eldoril North,A
21,Europe,Sweden,2020-07-05,21.545,1,Eldoril,North,Eldoril North,A
22,Europe,Sweden,2020-07-12,17.713,1,Eldoril,North,Eldoril North,A
23,Europe,Sweden,2020-07-19,14.842,1,Eldoril,North,Eldoril North,A
24,Europe,Sweden,2020-07-26,11.808,1,Eldoril,North,Eldoril North,A
25,Europe,Sweden,2020-08-02,8.789,1,Eldoril,North,Eldoril North,A
26,Europe,Sweden,2020-08-09,6.243,1,Eldoril,North,Eldoril North,A
27,Europe,Sweden,2020-08-16,4.658,1,Eldoril,North,Eldoril North,A
28,Europe,Sweden,2020-08-23,3.358,1,Eldoril,North,Eldoril North,A
29,Europe,Sweden,2020-08-30,2.343,1,Eldoril,North,Eldoril North,A
30,Europe,Sweden,2020-09-06,1.72,1,Eldoril,North,Eldoril North,A
31,Europe,Sweden,2020-09-13,1.435,1,Eldoril,North,Eldoril North,A
32,Europe,Sweden,2020-09-20,1.341,1,Eldoril,North,Eldoril North,A
33,Europe,Sweden,2020-09-27,1.3,1,Eldoril,North,Eldoril North,A
34,Europe,Sweden,2020-10-04,1.232,1,Eldoril,North,Eldoril North,A
35,Europe,Sweden,2020-10-11,1.327,1,Eldoril,North,Eldoril North,A
36,Europe,Sweden,2020-10-18,1.422,1,Eldoril,North,Eldoril North,A
37,Europe,Sweden,2020-10-25,1.747,1,Eldoril,North,Eldoril North,A
38,Europe,Sweden,2020-11-01,2.478,1,Eldoril,North,Eldoril North,A
39,Europe,Sweden,2020-11-08,4.469,1,Eldoril,North,Eldoril North,A
40,Europe,Sweden,2020-11-15,7.231,1,Eldoril,North,Eldoril North,A
41,Europe,Sweden,2020-11-22,11.253,1,Eldoril,North,Eldoril North,A
42,Europe,Sweden,2020-11-29,16.711,1,Eldoril,North,Eldoril North,A
43,Europe,Sweden,2020-12-06,22.506,1,Eldoril,North,Eldoril North,A
44,Europe,Sweden,2020-12-13,28.925,1,Eldoril,North,Eldoril North,A
45,Europe,Sweden,2020-12-20,36.427,1,Eldoril,North,Eldoril North,A
46,Europe,Sweden,2020-12-27,42.941,1,Eldoril,North,Eldoril North,A
47,Europe,Sweden,2021-01-03,49.184,1,Eldoril,North,Eldoril North,A
48,Europe,Sweden,2021-01-10,53.558,1,Eldoril,North,Eldoril North,A
49,Europe,Sweden,2021-01-17,56.307,1,Eldoril,North,Eldoril North,A
50,Europe,Sweden,2021-01-24,57.363,1,Eldoril,North,Eldoril North,A
51,Europe,Sweden,2021-01-31,55.887,1,Eldoril,North,Eldoril North,A
52,Europe,Sweden,2021-02-07,51.242,1,Eldoril,North,Eldoril North,A
53,Europe,Sweden,2021-02-14,45.392,1,Eldoril,North,Eldoril North,A
54,Europe,Sweden,2021-02-21,38.621,1,Eldoril,North,Eldoril North,A
55,Europe,Sweden,2021-02-28,31.945,1,Eldoril,North,Eldoril North,A
56,Europe,Sweden,2021-03-07,25.283,1,Eldoril,North,Eldoril North,A
57,Europe,Sweden,2021-03-14,20.042,1,Eldoril,North,Eldoril North,A
58,Europe,Sweden,2021-03-21,16.386,1,Eldoril,North,Eldoril North,A
59,Europe,Sweden,2021-03-28,14.327,1,Eldoril,North,Eldoril North,A
60,Europe,Sweden,2021-04-04,13.501,1,Eldoril,North,Eldoril North,A
61,Europe,Sweden,2021-04-11,12.838,1,Eldoril,North,Eldoril North,A
62,Europe,Sweden,2021-04-18,12.838,1,Eldoril,North,Eldoril North,A
63,Europe,Sweden,2021-04-25,12.702,1,Eldoril,North,Eldoril North,A
64,Europe,Sweden,2021-05-02,12.526,1,Eldoril,North,Eldoril North,A
65,Europe,Sweden,2021-05-09,12.147,1,Eldoril,North,Eldoril North,A
66,Europe,Sweden,2021-05-16,11.971,1,Eldoril,North,Eldoril North,A
67,Europe,Sweden,2021-05-23,10.982,1,Eldoril,North,Eldoril North,A
68,Europe,Sweden,2021-05-30,9.899,1,Eldoril,North,Eldoril North,A
69,Europe,Sweden,2021-06-06,8.572,1,Eldoril,North,Eldoril North,A
70,Europe,Sweden,2021-06-13,7.191,1,Eldoril,North,Eldoril North,A
71,Europe,Sweden,2021-06-20,5.715,1,Eldoril,North,Eldoril North,A
72,Europe,Sweden,2021-06-27,4.482,1,Eldoril,North,Eldoril North,A
73,Europe,Sweden,2021-07-04,3.047,1,Eldoril,North,Eldoril North,A
74,Europe,Sweden,2021-07-11,2.099,1,Eldoril,North,Eldoril North,A
75,Europe,Sweden,2021-07-18,1.463,1,Eldoril,North,Eldoril North,A
76,Europe,Sweden,2021-07-25,0.907,1,Eldoril,North,Eldoril North,A
77,Europe,Sweden,2021-08-01,0.623,1,Eldoril,North,Eldoril North,A
78,Europe,Sweden,2021-08-08,0.501,1,Eldoril,North,Eldoril North,A
79,Europe,Sweden,2021-08-15,0.447,1,Eldoril,North,Eldoril North,A
80,Europe,Sweden,2021-08-22,0.474,1,Eldoril,North,Eldoril North,A
81,Europe,Sweden,2021-08-29,0.677,1,Eldoril,North,Eldoril North,A
82,Europe,Sweden,2021-09-05,0.961,1,Eldoril,North,Eldoril North,A
83,Europe,Sweden,2021-09-12,1.557,1,Eldoril,North,Eldoril North,A
84,Europe,Sweden,2021-09-19,2.234,1,Eldoril,North,Eldoril North,A
85,Europe,Sweden,2021-09-26,2.763,1,Eldoril,North,Eldoril North,A
86,Europe,Sweden,2021-10-03,3.142,1,Eldoril,North,Eldoril North,A
87,Europe,Sweden,2021-10-10,3.724,1,Eldoril,North,Eldoril North,A
88,Europe,Sweden,2021-10-17,3.927,1,Eldoril,North,Eldoril North,A
89,Europe,Sweden,2021-10-24,3.968,1,Eldoril,North,Eldoril North,A
90,Europe,Sweden,2021-10-31,3.697,1,Eldoril,North,Eldoril North,A
91,Europe,Sweden,2021-11-07,3.426,1,Eldoril,North,Eldoril North,A
92,Europe,Sweden,2021-11-14,3.25,1,Eldoril,North,Eldoril North,A
93,Europe,Sweden,2021-11-21,3.169,1,Eldoril,North,Eldoril North,A
94,Europe,Sweden,2021-11-28,2.668,1,Eldoril,North,Eldoril North,A
95,Europe,Sweden,2021-12-05,2.573,1,Eldoril,North,Eldoril North,A
96,Europe,Sweden,2021-12-12,2.763,1,Eldoril,North,Eldoril North,A
97,Europe,Sweden,2021-12-19,3.02,1,Eldoril,North,Eldoril North,A
98,Europe,Sweden,2021-12-26,3.196,1,Eldoril,North,Eldoril North,A
99,Europe,Sweden,2022-01-02,3.629,1,Eldoril,North,Eldoril North,A
100,Europe,Sweden,2022-01-09,4.929,1,Eldoril,North,Eldoril North,A
101,Europe,Sweden,2022-01-16,6.784,1,Eldoril,North,Eldoril North,A
102,Europe,Sweden,2022-01-23,9.791,1,Eldoril,North,Eldoril North,A
103,Europe,Sweden,2022-01-30,13.244,1,Eldoril,North,Eldoril North,A
104,Europe,Sweden,2022-02-06,17.374,1,Eldoril,North,Eldoril North,A
105,Europe,Sweden,2022-02-13,21.22,1,Eldoril,North,Eldoril North,A
106,Europe,Sweden,2022-02-20,25.418,1,Eldoril,North,Eldoril North,A
107,Europe,Sweden,2022-02-27,28.072,1,Eldoril,North,Eldoril North,A
108,Europe,Sweden,2022-03-06,29.67,1,Eldoril,North,Eldoril North,A
109,Europe,Sweden,2022-03-13,29.128,1,Eldoril,North,Eldoril North,A
110,Europe,Sweden,2022-03-20,27.937,1,Eldoril,North,Eldoril North,A
111,Europe,Sweden,2022-03-27,25.404,1,Eldoril,North,Eldoril North,A
112,Europe,Sweden,2022-04-03,22.52,1,Eldoril,North,Eldoril North,A
113,Europe,Sweden,2022-04-10,19.107,1,Eldoril,North,Eldoril North,A
114,Europe,Sweden,2022-04-17,15.79,1,Eldoril,North,Eldoril North,A
115,Europe,Sweden,2022-04-24,13.136,1,Eldoril,North,Eldoril North,A
116,Europe,Sweden,2022-05-01,11.023,1,Eldoril,North,Eldoril North,A
117,Europe,Sweden,2022-05-08,8.883,1,Eldoril,North,Eldoril North,A
118,Europe,Sweden,2022-05-15,7.231,1,Eldoril,North,Eldoril North,A
119,Europe,Sweden,2022-05-22,6.256,1,Eldoril,North,Eldoril North,A
120,Europe,Sweden,2022-05-29,4.983,1,Eldoril,North,Eldoril North,A
121,Europe,Sweden,2022-06-05,4.293,1,Eldoril,North,Eldoril North,A
122,Europe,Sweden,2022-06-12,3.561,1,Eldoril,North,Eldoril North,A
123,Europe,Sweden,2022-06-19,3.264,1,Eldoril,North,Eldoril North,A
124,Europe,Sweden,2022-06-26,3.02,1,Eldoril,North,Eldoril North,A
125,Europe,Sweden,2022-07-03,2.966,1,Eldoril,North,Eldoril North,A
126,Europe,Sweden,2022-07-10,3.169,1,Eldoril,North,Eldoril North,A
127,Europe,Sweden,2022-07-17,3.602,1,Eldoril,North,Eldoril North,A
128,Europe,Sweden,2022-07-24,4.74,1,Eldoril,North,Eldoril North,A
129,Europe,Sweden,2022-07-31,5.755,1,Eldoril,North,Eldoril North,A
130,Europe,Sweden,2022-08-07,6.893,1,Eldoril,North,Eldoril North,A
131,Europe,Sweden,2022-08-14,8.017,1,Eldoril,North,Eldoril North,A
132,Europe,Sweden,2022-08-21,9.33,1,Eldoril,North,Eldoril North,A
133,Europe,Sweden,2022-08-28,9.764,1,Eldoril,North,Eldoril North,A
134,Europe,Sweden,2022-09-04,10.292,1,Eldoril,North,Eldoril North,A
135,Europe,Sweden,2022-09-11,9.913,1,Eldoril,North,Eldoril North,A
136,Europe,Sweden,2022-09-18,9.899,1,Eldoril,North,Eldoril North,A
137,Europe,Sweden,2022-09-25,9.669,1,Eldoril,North,Eldoril North,A
138,Europe,Sweden,2022-10-02,9.425,1,Eldoril,North,Eldoril North,A
139,Europe,Sweden,2022-10-09,8.924,1,Eldoril,North,Eldoril North,A
140,Europe,Sweden,2022-10-16,8.897,1,Eldoril,North,Eldoril North,A
141,Europe,Sweden,2022-10-23,8.802,1,Eldoril,North,Eldoril North,A
142,Europe,Sweden,2022-10-30,8.897,1,Eldoril,North,Eldoril North,A
143,Europe,Sweden,2022-11-06,8.545,1,Eldoril,North,Eldoril North,A
144,Europe,Sweden,2022-11-13,8.518,1,Eldoril,North,Eldoril North,A
145,Europe,Sweden,2022-11-20,8.382,1,Eldoril,North,Eldoril North,A
146,Europe,Sweden,2022-11-27,8.315,1,Eldoril,North,Eldoril North,A
147,Europe,Sweden,2022-12-04,8.545,1,Eldoril,North,Eldoril North,A
148,Europe,Sweden,2022-12-11,9.452,1,Eldoril,North,Eldoril North,A
149,Europe,Sweden,2022-12-18,11.592,1,Eldoril,North,Eldoril North,A
150,Europe,Sweden,2022-12-25,15.546,1,Eldoril,North,Eldoril North,A
151,Europe,Sweden,2023-01-01,19.284,1,Eldoril,North,Eldoril North,A
152,Europe,Sweden,2023-01-08,23.563,1,Eldoril,North,Eldoril North,A
153,Europe,Sweden,2023-01-15,26.393,1,Eldoril,North,Eldoril North,A
154,Europe,Sweden,2023-01-22,28.045,1,Eldoril,North,Eldoril North,A
155,Europe,Sweden,2023-01-29,27.869,1,Eldoril,North,Eldoril North,A
156,Europe,Sweden,2023-02-05,25.838,1,Eldoril,North,Eldoril North,A
157,Europe,Sweden,2023-02-12,21.897,1,Eldoril,North,Eldoril North,A
158,Europe,Sweden,2023-02-19,17.564,1,Eldoril,North,Eldoril North,A
159,Europe,Sweden,2023-02-26,12.621,1,Eldoril,North,Eldoril North,A
160,Europe,Sweden,2023-03-05,9.222,1,Eldoril,North,Eldoril North,A
161,Europe,Sweden,2023-03-12,6.5,1,Eldoril,North,Eldoril North,A
162,Europe,Sweden,2023-03-19,4.983,1,Eldoril,North,Eldoril North,A
163,Europe,Sweden,2023-03-26,3.724,1,Eldoril,North,Eldoril North,A
164,Europe,Sweden,2023-04-02,3.507,1,Eldoril,North,Eldoril North,A
165,Europe,Sweden,2023-04-09,3.467,1,Eldoril,North,Eldoril North,A
166,Europe,Sweden,2023-04-16,3.643,1,Eldoril,North,Eldoril North,A
167,Europe,Sweden,2023-04-23,3.697,1,Eldoril,North,Eldoril North,A
168,Europe,Sweden,2023-04-30,4.252,1,Eldoril,North,Eldoril North,A
169,Europe,Sweden,2023-05-07,4.875,1,Eldoril,North,Eldoril North,A
170,Europe,Sweden,2023-05-14,5.823,1,Eldoril,North,Eldoril North,A
171,Europe,Sweden,2023-05-21,5.985,1,Eldoril,North,Eldoril North,A
172,Europe,Sweden,2023-05-28,6.189,1,Eldoril,North,Eldoril North,A
173,Europe,Sweden,2023-06-04,6.148,1,Eldoril,North,Eldoril North,A
174,Europe,Sweden,2023-06-11,5.904,1,Eldoril,North,Eldoril North,A
175,Europe,Sweden,2023-06-18,5.552,1,Eldoril,North,Eldoril North,A
176,Europe,Sweden,2023-06-25,4.875,1,Eldoril,North,Eldoril North,A
177,Europe,Sweden,2023-07-02,4.198,1,Eldoril,North,Eldoril North,A
178,Europe,Sweden,2023-07-09,3.616,1,Eldoril,North,Eldoril North,A
179,Europe,Sweden,2023-07-16,3.155,1,Eldoril,North,Eldoril North,A
180,Europe,Sweden,2023-07-23,2.668,1,Eldoril,North,Eldoril North,A
181,Europe,Sweden,2023-07-30,2.451,1,Eldoril,North,Eldoril North,A
182,Europe,Sweden,2023-08-06,2.045,1,Eldoril,North,Eldoril North,A
183,Europe,Sweden,2023-08-13,1.747,1,Eldoril,North,Eldoril North,A
184,Europe,Sweden,2023-08-20,1.584,1,Eldoril,North,Eldoril North,A
185,Europe,Sweden,2023-08-27,1.571,1,Eldoril,North,Eldoril North,A
186,Europe,Sweden,2023-09-03,1.449,1,Eldoril,North,Eldoril North,A
187,Europe,Sweden,2023-09-10,1.557,1,Eldoril,North,Eldoril North,A
188,Europe,Sweden,2023-09-17,1.652,1,Eldoril,North,Eldoril North,A
189,Europe,Sweden,2023-09-24,2.018,1,Eldoril,North,Eldoril North,A
190,Europe,Sweden,2023-10-01,2.261,1,Eldoril,North,Eldoril North,A
191,Europe,Sweden,2023-10-08,2.614,1,Eldoril,North,Eldoril North,A
192,Europe,Sweden,2023-10-15,2.776,1,Eldoril,North,Eldoril North,A
193,Europe,Sweden,2023-10-22,3.209,1,Eldoril,North,Eldoril North,A
194,Europe,Sweden,2023-10-29,3.643,1,Eldoril,North,Eldoril North,A
195,Europe,Sweden,2023-11-05,4.685,1,Eldoril,North,Eldoril North,A
196,Europe,Sweden,2023-11-12,6.419,1,Eldoril,North,Eldoril North,A
197,Europe,Sweden,2023-11-19,8.694,1,Eldoril,North,Eldoril North,A
198,Europe,Sweden,2023-11-26,11.091,1,Eldoril,North,Eldoril North,A
199,Europe,Sweden,2023-12-03,13.84,1,Eldoril,North,Eldoril North,A
200,Europe,Sweden,2023-12-10,15.343,1,Eldoril,North,Eldoril North,A
201,Europe,Sweden,2023-12-17,14.706,1,Eldoril,North,Eldoril North,A
202,Europe,Sweden,2023-12-24,13.285,1,Eldoril,North,Eldoril North,A
203,Europe,Sweden,2023-12-31,10.996,1,Eldoril,North,Eldoril North,A
204,Europe,Norway,2020-02-09,0.0,2,Eldoril,West,Eldoril West,B
205,Europe,Norway,2020-02-16,0.0,2,Eldoril,West,Eldoril West,B
206,Europe,Norway,2020-02-23,0.0,2,Eldoril,West,Eldoril West,B
207,Europe,Norway,2020-03-01,0.0,2,Eldoril,West,Eldoril West,B
208,Europe,Norway,2020-03-08,0.0,2,Eldoril,West,Eldoril West,B
209,Europe,Norway,2020-03-15,0.026,2,Eldoril,West,Eldoril West,B
210,Europe,Norway,2020-03-22,0.184,2,Eldoril,West,Eldoril West,B
211,Europe,Norway,2020-03-29,0.526,2,Eldoril,West,Eldoril West,B
212,Europe,Norway,2020-04-05,1.314,2,Eldoril,West,Eldoril West,B
213,Europe,Norway,2020-04-12,2.576,2,Eldoril,West,Eldoril West,B
214,Europe,Norway,2020-04-19,3.891,2,Eldoril,West,Eldoril West,B
215,Europe,Norway,2020-04-26,5.074,2,Eldoril,West,Eldoril West,B
216,Europe,Norway,2020-05-03,5.336,2,Eldoril,West,Eldoril West,B
217,Europe,Norway,2020-05-10,5.415,2,Eldoril,West,Eldoril West,B
218,Europe,Norway,2020-05-17,5.573,2,Eldoril,West,Eldoril West,B
219,Europe,Norway,2020-05-24,4.863,2,Eldoril,West,Eldoril West,B
220,Europe,Norway,2020-05-31,3.628,2,Eldoril,West,Eldoril West,B
221,Europe,Norway,2020-06-07,2.366,2,Eldoril,West,Eldoril West,B
222,Europe,Norway,2020-06-14,1.288,2,Eldoril,West,Eldoril West,B
223,Europe,Norway,2020-06-21,1.052,2,Eldoril,West,Eldoril West,B
224,Europe,Norway,2020-06-28,0.946,2,Eldoril,West,Eldoril West,B
225,Europe,Norway,2020-07-05,0.499,2,Eldoril,West,Eldoril West,B
226,Europe,Norway,2020-07-12,0.447,2,Eldoril,West,Eldoril West,B
227,Europe,Norway,2020-07-19,0.499,2,Eldoril,West,Eldoril West,B
228,Europe,Norway,2020-07-26,0.447,2,Eldoril,West,Eldoril West,B
229,Europe,Norway,2020-08-02,0.342,2,Eldoril,West,Eldoril West,B
230,Europe,Norway,2020-08-09,0.315,2,Eldoril,West,Eldoril West,B
231,Europe,Norway,2020-08-16,0.315,2,Eldoril,West,Eldoril West,B
232,Europe,Norway,2020-08-23,0.342,2,Eldoril,West,Eldoril West,B
233,Europe,Norway,2020-08-30,0.315,2,Eldoril,West,Eldoril West,B
234,Europe,Norway,2020-09-06,0.237,2,Eldoril,West,Eldoril West,B
235,Europe,Norway,2020-09-13,0.263,2,Eldoril,West,Eldoril West,B
236,Europe,Norway,2020-09-20,0.315,2,Eldoril,West,Eldoril West,B
237,Europe,Norway,2020-09-27,0.368,2,Eldoril,West,Eldoril West,B
238,Europe,Norway,2020-10-04,0.368,2,Eldoril,West,Eldoril West,B
239,Europe,Norway,2020-10-11,0.289,2,Eldoril,West,Eldoril West,B
240,Europe,Norway,2020-10-18,0.368,2,Eldoril,West,Eldoril West,B
241,Europe,Norway,2020-10-25,0.394,2,Eldoril,West,Eldoril West,B
242,Europe,Norway,2020-11-01,0.447,2,Eldoril,West,Eldoril West,B
243,Europe,Norway,2020-11-08,0.473,2,Eldoril,West,Eldoril West,B
244,Europe,Norway,2020-11-15,0.631,2,Eldoril,West,Eldoril West,B
245,Europe,Norway,2020-11-22,0.815,2,Eldoril,West,Eldoril West,B
246,Europe,Norway,2020-11-29,1.393,2,Eldoril,West,Eldoril West,B
247,Europe,Norway,2020-12-06,1.998,2,Eldoril,West,Eldoril West,B
248,Europe,Norway,2020-12-13,2.839,2,Eldoril,West,Eldoril West,B
249,Europe,Norway,2020-12-20,3.207,2,Eldoril,West,Eldoril West,B
250,Europe,Norway,2020-12-27,3.575,2,Eldoril,West,Eldoril West,B
251,Europe,Norway,2021-01-03,3.733,2,Eldoril,West,Eldoril West,B
252,Europe,Norway,2021-01-10,4.522,2,Eldoril,West,Eldoril West,B
253,Europe,Norway,2021-01-17,4.968,2,Eldoril,West,Eldoril West,B
254,Europe,Norway,2021-01-24,4.995,2,Eldoril,West,Eldoril West,B
255,Europe,Norway,2021-01-31,4.627,2,Eldoril,West,Eldoril West,B
256,Europe,Norway,2021-02-07,4.679,2,Eldoril,West,Eldoril West,B
257,Europe,Norway,2021-02-14,4.495,2,Eldoril,West,Eldoril West,B
258,Europe,Norway,2021-02-21,4.495,2,Eldoril,West,Eldoril West,B
259,Europe,Norway,2021-02-28,3.785,2,Eldoril,West,Eldoril West,B
260,Europe,Norway,2021-03-07,3.023,2,Eldoril,West,Eldoril West,B
261,Europe,Norway,2021-03-14,2.497,2,Eldoril,West,Eldoril West,B
262,Europe,Norway,2021-03-21,2.234,2,Eldoril,West,Eldoril West,B
263,Europe,Norway,2021-03-28,1.945,2,Eldoril,West,Eldoril West,B
264,Europe,Norway,2021-04-04,2.129,2,Eldoril,West,Eldoril West,B
265,Europe,Norway,2021-04-11,2.024,2,Eldoril,West,Eldoril West,B
266,Europe,Norway,2021-04-18,2.261,2,Eldoril,West,Eldoril West,B
267,Europe,Norway,2021-04-25,2.734,2,Eldoril,West,Eldoril West,B
268,Europe,Norway,2021-05-02,3.076,2,Eldoril,West,Eldoril West,B
269,Europe,Norway,2021-05-09,3.128,2,Eldoril,West,Eldoril West,B
270,Europe,Norway,2021-05-16,3.102,2,Eldoril,West,Eldoril West,B
271,Europe,Norway,2021-05-23,2.839,2,Eldoril,West,Eldoril West,B
272,Europe,Norway,2021-05-30,2.603,2,Eldoril,West,Eldoril West,B
273,Europe,Norway,2021-06-06,1.998,2,Eldoril,West,Eldoril West,B
274,Europe,Norway,2021-06-13,1.393,2,Eldoril,West,Eldoril West,B
275,Europe,Norway,2021-06-20,0.894,2,Eldoril,West,Eldoril West,B
276,Europe,Norway,2021-06-27,0.657,2,Eldoril,West,Eldoril West,B
277,Europe,Norway,2021-07-04,0.552,2,Eldoril,West,Eldoril West,B
278,Europe,Norway,2021-07-11,0.447,2,Eldoril,West,Eldoril West,B
279,Europe,Norway,2021-07-18,0.447,2,Eldoril,West,Eldoril West,B
280,Europe,Norway,2021-07-25,0.499,2,Eldoril,West,Eldoril West,B
281,Europe,Norway,2021-08-01,0.631,2,Eldoril,West,Eldoril West,B
282,Europe,Norway,2021-08-08,0.868,2,Eldoril,West,Eldoril West,B
283,Europe,Norway,2021-08-15,0.946,2,Eldoril,West,Eldoril West,B
284,Europe,Norway,2021-08-22,0.973,2,Eldoril,West,Eldoril West,B
285,Europe,Norway,2021-08-29,1.157,2,Eldoril,West,Eldoril West,B
286,Europe,Norway,2021-09-05,1.393,2,Eldoril,West,Eldoril West,B
287,Europe,Norway,2021-09-12,1.866,2,Eldoril,West,Eldoril West,B
288,Europe,Norway,2021-09-19,1.893,2,Eldoril,West,Eldoril West,B
289,Europe,Norway,2021-09-26,1.945,2,Eldoril,West,Eldoril West,B
290,Europe,Norway,2021-10-03,1.998,2,Eldoril,West,Eldoril West,B
291,Europe,Norway,2021-10-10,2.103,2,Eldoril,West,Eldoril West,B
292,Europe,Norway,2021-10-17,1.998,2,Eldoril,West,Eldoril West,B
293,Europe,Norway,2021-10-24,1.998,2,Eldoril,West,Eldoril West,B
294,Europe,Norway,2021-10-31,1.972,2,Eldoril,West,Eldoril West,B
295,Europe,Norway,2021-11-07,2.708,2,Eldoril,West,Eldoril West,B
296,Europe,Norway,2021-11-14,3.628,2,Eldoril,West,Eldoril West,B
297,Europe,Norway,2021-11-21,4.837,2,Eldoril,West,Eldoril West,B
298,Europe,Norway,2021-11-28,6.099,2,Eldoril,West,Eldoril West,B
299,Europe,Norway,2021-12-05,7.334,2,Eldoril,West,Eldoril West,B
300,Europe,Norway,2021-12-12,8.99,2,Eldoril,West,Eldoril West,B
301,Europe,Norway,2021-12-19,9.595,2,Eldoril,West,Eldoril West,B
302,Europe,Norway,2021-12-26,9.122,2,Eldoril,West,Eldoril West,B
303,Europe,Norway,2022-01-02,9.437,2,Eldoril,West,Eldoril West,B
304,Europe,Norway,2022-01-09,9.332,2,Eldoril,West,Eldoril West,B
305,Europe,Norway,2022-01-16,8.675,2,Eldoril,West,Eldoril West,B
306,Europe,Norway,2022-01-23,8.044,2,Eldoril,West,Eldoril West,B
307,Europe,Norway,2022-01-30,6.861,2,Eldoril,West,Eldoril West,B
308,Europe,Norway,2022-02-06,6.598,2,Eldoril,West,Eldoril West,B
309,Europe,Norway,2022-02-13,7.466,2,Eldoril,West,Eldoril West,B
310,Europe,Norway,2022-02-20,7.518,2,Eldoril,West,Eldoril West,B
311,Europe,Norway,2022-02-27,8.491,2,Eldoril,West,Eldoril West,B
312,Europe,Norway,2022-03-06,10.673,2,Eldoril,West,Eldoril West,B
313,Europe,Norway,2022-03-13,14.011,2,Eldoril,West,Eldoril West,B
314,Europe,Norway,2022-03-20,18.218,2,Eldoril,West,Eldoril West,B
315,Europe,Norway,2022-03-27,22.686,2,Eldoril,West,Eldoril West,B
316,Europe,Norway,2022-04-03,25.788,2,Eldoril,West,Eldoril West,B
317,Europe,Norway,2022-04-10,27.602,2,Eldoril,West,Eldoril West,B
318,Europe,Norway,2022-04-17,28.628,2,Eldoril,West,Eldoril West,B
319,Europe,Norway,2022-04-24,27.76,2,Eldoril,West,Eldoril West,B
320,Europe,Norway,2022-05-01,25.342,2,Eldoril,West,Eldoril West,B
321,Europe,Norway,2022-05-08,22.266,2,Eldoril,West,Eldoril West,B
322,Europe,Norway,2022-05-15,18.139,2,Eldoril,West,Eldoril West,B
323,Europe,Norway,2022-05-22,14.301,2,Eldoril,West,Eldoril West,B
324,Europe,Norway,2022-05-29,11.882,2,Eldoril,West,Eldoril West,B
325,Europe,Norway,2022-06-05,9.543,2,Eldoril,West,Eldoril West,B
326,Europe,Norway,2022-06-12,8.438,2,Eldoril,West,Eldoril West,B
327,Europe,Norway,2022-06-19,7.624,2,Eldoril,West,Eldoril West,B
328,Europe,Norway,2022-06-26,6.782,2,Eldoril,West,Eldoril West,B
329,Europe,Norway,2022-07-03,7.361,2,Eldoril,West,Eldoril West,B
330,Europe,Norway,2022-07-10,8.57,2,Eldoril,West,Eldoril West,B
331,Europe,Norway,2022-07-17,10.095,2,Eldoril,West,Eldoril West,B
332,Europe,Norway,2022-07-24,11.856,2,Eldoril,West,Eldoril West,B
333,Europe,Norway,2022-07-31,13.223,2,Eldoril,West,Eldoril West,B
334,Europe,Norway,2022-08-07,14.327,2,Eldoril,West,Eldoril West,B
335,Europe,Norway,2022-08-14,15.01,2,Eldoril,West,Eldoril West,B
336,Europe,Norway,2022-08-21,14.721,2,Eldoril,West,Eldoril West,B
337,Europe,Norway,2022-08-28,14.301,2,Eldoril,West,Eldoril West,B
338,Europe,Norway,2022-09-04,12.644,2,Eldoril,West,Eldoril West,B
339,Europe,Norway,2022-09-11,10.594,2,Eldoril,West,Eldoril West,B
340,Europe,Norway,2022-09-18,9.253,2,Eldoril,West,Eldoril West,B
341,Europe,Norway,2022-09-25,7.913,2,Eldoril,West,Eldoril West,B
342,Europe,Norway,2022-10-02,6.914,2,Eldoril,West,Eldoril West,B
343,Europe,Norway,2022-10-09,6.046,2,Eldoril,West,Eldoril West,B
